r1,r2,r3,support,body,confidence,example_1,example_2,example_3
auntOf,uncleOf,greatAuntOf,220,220,1.0,paula12-[auntOf]->adam9-[uncleOf]->elias6 => paula12-[greatAuntOf]->elias6,paula12-[auntOf]->adam9-[uncleOf]->lisa5 => paula12-[greatAuntOf]->lisa5,paula12-[auntOf]->adam9-[uncleOf]->nico4 => paula12-[greatAuntOf]->nico4
fatherOf,greatAuntOf,greatGrandfatherOf,219,219,1.0,moritz8-[fatherOf]->paula12-[greatAuntOf]->elias6 => moritz8-[greatGrandfatherOf]->elias6,moritz8-[fatherOf]->paula12-[greatAuntOf]->lisa5 => moritz8-[greatGrandfatherOf]->lisa5,moritz8-[fatherOf]->paula12-[greatAuntOf]->lena18 => moritz8-[greatGrandfatherOf]->lena18
motherOf,greatAuntOf,greatGrandmotherOf,219,219,1.0,emma7-[motherOf]->paula12-[greatAuntOf]->elias6 => emma7-[greatGrandmotherOf]->elias6,emma7-[motherOf]->paula12-[greatAuntOf]->lisa5 => emma7-[greatGrandmotherOf]->lisa5,emma7-[motherOf]->paula12-[greatAuntOf]->lena18 => emma7-[greatGrandmotherOf]->lena18
nieceOf,motherOf,girlCousinOf,215,215,1.0,olivia0-[nieceOf]->paula12-[motherOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,selina10-[nieceOf]->paula12-[motherOf]->johanna22 => selina10-[girlCousinOf]->johanna22,isabella11-[nieceOf]->paula12-[motherOf]->johanna22 => isabella11-[girlCousinOf]->johanna22
brotherOf,girlCousinOf,boyCousinOf,210,210,1.0,jonas23-[brotherOf]->johanna22-[girlCousinOf]->adam9 => jonas23-[boyCousinOf]->adam9,jonas23-[brotherOf]->johanna22-[girlCousinOf]->leon16 => jonas23-[boyCousinOf]->leon16,jonas23-[brotherOf]->johanna22-[girlCousinOf]->oskar24 => jonas23-[boyCousinOf]->oskar24
nephewOf,motherOf,boyCousinOf,209,209,1.0,leon16-[nephewOf]->katharina1-[motherOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[nephewOf]->katharina1-[motherOf]->adam9 => leon16-[boyCousinOf]->adam9,leon16-[nephewOf]->katharina1-[motherOf]->isabella11 => leon16-[boyCousinOf]->isabella11
boyCousinOf,sisterOf,boyCousinOf,207,207,1.0,leon16-[boyCousinOf]->johanna22-[sisterOf]->jonas23 => leon16-[boyCousinOf]->jonas23,leon16-[boyCousinOf]->olivia0-[sisterOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[boyCousinOf]->olivia0-[sisterOf]->adam9 => leon16-[boyCousinOf]->adam9
granddaughterOf,daughterOf,greatGranddaughterOf,204,204,1.0,lisa5-[granddaughterOf]->katharina1-[daughterOf]->moritz8 => lisa5-[greatGranddaughterOf]->moritz8,lisa5-[granddaughterOf]->katharina1-[daughterOf]->emma7 => lisa5-[greatGranddaughterOf]->emma7,marlene40-[granddaughterOf]->sofia28-[daughterOf]->alina32 => marlene40-[greatGranddaughterOf]->alina32
daughterOf,grandsonOf,greatGranddaughterOf,202,202,1.0,lena18-[daughterOf]->leon16-[grandsonOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8,lena18-[daughterOf]->leon16-[grandsonOf]->emma7 => lena18-[greatGranddaughterOf]->emma7,hannah39-[daughterOf]->moritz31-[grandsonOf]->marcel27 => hannah39-[greatGranddaughterOf]->marcel27
uncleOf,brotherOf,uncleOf,202,202,1.0,luis14-[uncleOf]->adam9-[brotherOf]->oskar24 => luis14-[uncleOf]->oskar24,luis14-[uncleOf]->adam9-[brotherOf]->olivia0 => luis14-[uncleOf]->olivia0,luis14-[uncleOf]->adam9-[brotherOf]->isabella11 => luis14-[uncleOf]->isabella11
sisterOf,grandfatherOf,greatAuntOf,200,200,1.0,katharina1-[sisterOf]->luis14-[grandfatherOf]->lena18 => katharina1-[greatAuntOf]->lena18,paula12-[sisterOf]->luis14-[grandfatherOf]->lena18 => paula12-[greatAuntOf]->lena18,natalie13-[sisterOf]->luis14-[grandfatherOf]->lena18 => natalie13-[greatAuntOf]->lena18
sonOf,brotherOf,nephewOf,200,200,1.0,leon16-[sonOf]->luis14-[brotherOf]->katharina1 => leon16-[nephewOf]->katharina1,leon16-[sonOf]->luis14-[brotherOf]->paula12 => leon16-[nephewOf]->paula12,leon16-[sonOf]->luis14-[brotherOf]->natalie13 => leon16-[nephewOf]->natalie13
daughterOf,granddaughterOf,greatGranddaughterOf,198,198,1.0,lisa5-[daughterOf]->olivia0-[granddaughterOf]->david20 => lisa5-[greatGranddaughterOf]->david20,lisa5-[daughterOf]->olivia0-[granddaughterOf]->moritz8 => lisa5-[greatGranddaughterOf]->moritz8,lisa5-[daughterOf]->olivia0-[granddaughterOf]->emma7 => lisa5-[greatGranddaughterOf]->emma7
sonOf,daughterOf,grandsonOf,194,194,1.0,jonas23-[sonOf]->paula12-[daughterOf]->moritz8 => jonas23-[grandsonOf]->moritz8,jonas23-[sonOf]->paula12-[daughterOf]->emma7 => jonas23-[grandsonOf]->emma7,oskar24-[sonOf]->katharina1-[daughterOf]->moritz8 => oskar24-[grandsonOf]->moritz8
daughterOf,sisterOf,nieceOf,184,184,1.0,olivia0-[daughterOf]->katharina1-[sisterOf]->luis14 => olivia0-[nieceOf]->luis14,olivia0-[daughterOf]->katharina1-[sisterOf]->paula12 => olivia0-[nieceOf]->paula12,olivia0-[daughterOf]->katharina1-[sisterOf]->natalie13 => olivia0-[nieceOf]->natalie13
nieceOf,fatherOf,girlCousinOf,180,180,1.0,olivia0-[nieceOf]->luis14-[fatherOf]->leon16 => olivia0-[girlCousinOf]->leon16,selina10-[nieceOf]->luis14-[fatherOf]->leon16 => selina10-[girlCousinOf]->leon16,isabella11-[nieceOf]->luis14-[fatherOf]->leon16 => isabella11-[girlCousinOf]->leon16
boyCousinOf,brotherOf,boyCousinOf,178,178,1.0,leon16-[boyCousinOf]->adam9-[brotherOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[boyCousinOf]->adam9-[brotherOf]->olivia0 => leon16-[boyCousinOf]->olivia0,leon16-[boyCousinOf]->adam9-[brotherOf]->isabella11 => leon16-[boyCousinOf]->isabella11
brotherOf,fatherOf,uncleOf,178,178,1.0,sebastian49-[brotherOf]->moritz31-[fatherOf]->hannah39 => sebastian49-[uncleOf]->hannah39,philipp70-[brotherOf]->simon54-[fatherOf]->elena55 => philipp70-[uncleOf]->elena55,david100-[brotherOf]->nico91-[fatherOf]->gertrude97 => david100-[uncleOf]->gertrude97
daughterOf,auntOf,girlCousinOf,178,178,1.0,olivia0-[daughterOf]->katharina1-[auntOf]->leon16 => olivia0-[girlCousinOf]->leon16,olivia0-[daughterOf]->katharina1-[auntOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,olivia0-[daughterOf]->katharina1-[auntOf]->johanna22 => olivia0-[girlCousinOf]->johanna22
brotherOf,boyCousinOf,boyCousinOf,172,172,1.0,oskar24-[brotherOf]->adam9-[boyCousinOf]->leon16 => oskar24-[boyCousinOf]->leon16,oskar24-[brotherOf]->adam9-[boyCousinOf]->jonas23 => oskar24-[boyCousinOf]->jonas23,oskar24-[brotherOf]->adam9-[boyCousinOf]->johanna22 => oskar24-[boyCousinOf]->johanna22
sonOf,granddaughterOf,greatGrandsonOf,162,162,1.0,nico4-[sonOf]->olivia0-[granddaughterOf]->david20 => nico4-[greatGrandsonOf]->david20,nico4-[sonOf]->olivia0-[granddaughterOf]->moritz8 => nico4-[greatGrandsonOf]->moritz8,nico4-[sonOf]->olivia0-[granddaughterOf]->emma7 => nico4-[greatGrandsonOf]->emma7
fatherOf,greatUncleOf,greatGrandfatherOf,161,161,1.0,moritz8-[fatherOf]->luis14-[greatUncleOf]->fabian26 => moritz8-[greatGrandfatherOf]->fabian26,moritz8-[fatherOf]->luis14-[greatUncleOf]->lisa5 => moritz8-[greatGrandfatherOf]->lisa5,moritz8-[fatherOf]->luis14-[greatUncleOf]->elias6 => moritz8-[greatGrandfatherOf]->elias6
motherOf,greatUncleOf,greatGrandmotherOf,161,161,1.0,emma7-[motherOf]->luis14-[greatUncleOf]->fabian26 => emma7-[greatGrandmotherOf]->fabian26,emma7-[motherOf]->luis14-[greatUncleOf]->lisa5 => emma7-[greatGrandmotherOf]->lisa5,emma7-[motherOf]->luis14-[greatUncleOf]->elias6 => emma7-[greatGrandmotherOf]->elias6
sonOf,sisterOf,nephewOf,161,161,1.0,jonas23-[sonOf]->paula12-[sisterOf]->katharina1 => jonas23-[nephewOf]->katharina1,jonas23-[sonOf]->paula12-[sisterOf]->natalie13 => jonas23-[nephewOf]->natalie13,jonas23-[sonOf]->paula12-[sisterOf]->luis14 => jonas23-[nephewOf]->luis14
auntOf,fatherOf,greatAuntOf,157,157,1.0,katharina1-[auntOf]->leon16-[fatherOf]->lena18 => katharina1-[greatAuntOf]->lena18,katharina1-[auntOf]->jonas23-[fatherOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,paula12-[auntOf]->leon16-[fatherOf]->lena18 => paula12-[greatAuntOf]->lena18
daughterOf,brotherOf,nieceOf,156,156,1.0,sofia28-[daughterOf]->luca33-[brotherOf]->paula50 => sofia28-[nieceOf]->paula50,hannah39-[daughterOf]->moritz31-[brotherOf]->marie43 => hannah39-[nieceOf]->marie43,hannah39-[daughterOf]->moritz31-[brotherOf]->sebastian49 => hannah39-[nieceOf]->sebastian49
auntOf,auntOf,greatAuntOf,148,148,1.0,katharina1-[auntOf]->johanna22-[auntOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,paula12-[auntOf]->isabella11-[auntOf]->elias6 => paula12-[greatAuntOf]->elias6,paula12-[auntOf]->isabella11-[auntOf]->lisa5 => paula12-[greatAuntOf]->lisa5
greatAuntOf,brotherOf,greatAuntOf,136,136,1.0,paula12-[greatAuntOf]->elias6-[brotherOf]->lisa5 => paula12-[greatAuntOf]->lisa5,paula12-[greatAuntOf]->elias6-[brotherOf]->nico4 => paula12-[greatAuntOf]->nico4,paula12-[greatAuntOf]->nico4-[brotherOf]->elias6 => paula12-[greatAuntOf]->elias6
nephewOf,fatherOf,boyCousinOf,136,136,1.0,jonas23-[nephewOf]->luis14-[fatherOf]->leon16 => jonas23-[boyCousinOf]->leon16,oskar24-[nephewOf]->luis14-[fatherOf]->leon16 => oskar24-[boyCousinOf]->leon16,adam9-[nephewOf]->luis14-[fatherOf]->leon16 => adam9-[boyCousinOf]->leon16
brotherOf,grandfatherOf,greatUncleOf,133,133,1.0,philipp70-[brotherOf]->simon54-[grandfatherOf]->felix65 => philipp70-[greatUncleOf]->felix65,philipp70-[brotherOf]->simon54-[grandfatherOf]->oliver71 => philipp70-[greatUncleOf]->oliver71,philipp70-[brotherOf]->simon54-[grandfatherOf]->jakob78 => philipp70-[greatUncleOf]->jakob78
greatAuntOf,sisterOf,greatAuntOf,133,133,1.0,paula12-[greatAuntOf]->lisa5-[sisterOf]->elias6 => paula12-[greatAuntOf]->elias6,paula12-[greatAuntOf]->lisa5-[sisterOf]->nico4 => paula12-[greatAuntOf]->nico4,natalie13-[greatAuntOf]->lisa5-[sisterOf]->elias6 => natalie13-[greatAuntOf]->elias6
sonOf,auntOf,boyCousinOf,131,131,1.0,jonas23-[sonOf]->paula12-[auntOf]->adam9 => jonas23-[boyCousinOf]->adam9,jonas23-[sonOf]->paula12-[auntOf]->leon16 => jonas23-[boyCousinOf]->leon16,jonas23-[sonOf]->paula12-[auntOf]->oskar24 => jonas23-[boyCousinOf]->oskar24
auntOf,motherOf,greatAuntOf,121,121,1.0,paula12-[auntOf]->olivia0-[motherOf]->elias6 => paula12-[greatAuntOf]->elias6,paula12-[auntOf]->olivia0-[motherOf]->lisa5 => paula12-[greatAuntOf]->lisa5,natalie13-[auntOf]->olivia0-[motherOf]->elias6 => natalie13-[greatAuntOf]->elias6
sonOf,uncleOf,boyCousinOf,116,116,1.0,leon16-[sonOf]->luis14-[uncleOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[sonOf]->luis14-[uncleOf]->adam9 => leon16-[boyCousinOf]->adam9,leon16-[sonOf]->luis14-[uncleOf]->oskar24 => leon16-[boyCousinOf]->oskar24
uncleOf,auntOf,greatUncleOf,115,115,1.0,luis14-[uncleOf]->johanna22-[auntOf]->fabian26 => luis14-[greatUncleOf]->fabian26,luis14-[uncleOf]->isabella11-[auntOf]->elias6 => luis14-[greatUncleOf]->elias6,luis14-[uncleOf]->isabella11-[auntOf]->lisa5 => luis14-[greatUncleOf]->lisa5
grandsonOf,auntOf,boyFirstCousinOnceRemovedOf,114,114,1.0,fabian26-[grandsonOf]->paula12-[auntOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[grandsonOf]->paula12-[auntOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16,fabian26-[grandsonOf]->paula12-[auntOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24
sisterOf,grandmotherOf,greatAuntOf,112,112,1.0,katharina1-[sisterOf]->paula12-[grandmotherOf]->fabian26 => katharina1-[greatAuntOf]->fabian26,paula12-[sisterOf]->katharina1-[grandmotherOf]->elias6 => paula12-[greatAuntOf]->elias6,paula12-[sisterOf]->katharina1-[grandmotherOf]->lisa5 => paula12-[greatAuntOf]->lisa5
uncleOf,motherOf,greatUncleOf,112,112,1.0,luis14-[uncleOf]->olivia0-[motherOf]->elias6 => luis14-[greatUncleOf]->elias6,luis14-[uncleOf]->olivia0-[motherOf]->lisa5 => luis14-[greatUncleOf]->lisa5,philipp70-[uncleOf]->elena55-[motherOf]->tobias57 => philipp70-[greatUncleOf]->tobias57
nephewOf,girlCousinOf,boyFirstCousinOnceRemovedOf,109,109,1.0,fabian26-[nephewOf]->johanna22-[girlCousinOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[nephewOf]->johanna22-[girlCousinOf]->leon16 => fabian26-[boyFirstCousinOnceRemovedOf]->leon16,fabian26-[nephewOf]->johanna22-[girlCousinOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24
greatUncleOf,brotherOf,greatUncleOf,108,108,1.0,luis14-[greatUncleOf]->elias6-[brotherOf]->lisa5 => luis14-[greatUncleOf]->lisa5,luis14-[greatUncleOf]->elias6-[brotherOf]->nico4 => luis14-[greatUncleOf]->nico4,luis14-[greatUncleOf]->nico4-[brotherOf]->elias6 => luis14-[greatUncleOf]->elias6
uncleOf,uncleOf,greatUncleOf,106,106,1.0,luis14-[uncleOf]->adam9-[uncleOf]->elias6 => luis14-[greatUncleOf]->elias6,luis14-[uncleOf]->adam9-[uncleOf]->lisa5 => luis14-[greatUncleOf]->lisa5,luis14-[uncleOf]->adam9-[uncleOf]->nico4 => luis14-[greatUncleOf]->nico4
sisterOf,secondUncleOf,secondAuntOf,105,105,1.0,olivia0-[sisterOf]->oskar24-[secondUncleOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,olivia0-[sisterOf]->oskar24-[secondUncleOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[sisterOf]->adam9-[secondUncleOf]->fabian26 => olivia0-[secondAuntOf]->fabian26
brotherOf,grandmotherOf,greatUncleOf,104,104,1.0,luis14-[brotherOf]->katharina1-[grandmotherOf]->elias6 => luis14-[greatUncleOf]->elias6,luis14-[brotherOf]->katharina1-[grandmotherOf]->lisa5 => luis14-[greatUncleOf]->lisa5,luis14-[brotherOf]->katharina1-[grandmotherOf]->nico4 => luis14-[greatUncleOf]->nico4
greatUncleOf,sisterOf,greatUncleOf,103,103,1.0,luis14-[greatUncleOf]->lisa5-[sisterOf]->elias6 => luis14-[greatUncleOf]->elias6,luis14-[greatUncleOf]->lisa5-[sisterOf]->nico4 => luis14-[greatUncleOf]->nico4,philipp70-[greatUncleOf]->claudia69-[sisterOf]->tobias57 => philipp70-[greatUncleOf]->tobias57
girlCousinOf,uncleOf,secondAuntOf,102,102,1.0,johanna22-[girlCousinOf]->adam9-[uncleOf]->elias6 => johanna22-[secondAuntOf]->elias6,johanna22-[girlCousinOf]->adam9-[uncleOf]->lisa5 => johanna22-[secondAuntOf]->lisa5,johanna22-[girlCousinOf]->adam9-[uncleOf]->nico4 => johanna22-[secondAuntOf]->nico4
girlCousinOf,auntOf,secondAuntOf,101,101,1.0,olivia0-[girlCousinOf]->johanna22-[auntOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[girlCousinOf]->johanna22-[auntOf]->fabian26 => selina10-[secondAuntOf]->fabian26,isabella11-[girlCousinOf]->johanna22-[auntOf]->fabian26 => isabella11-[secondAuntOf]->fabian26
uncleOf,fatherOf,greatUncleOf,101,101,1.0,luis14-[uncleOf]->jonas23-[fatherOf]->fabian26 => luis14-[greatUncleOf]->fabian26,philipp70-[uncleOf]->rene58-[fatherOf]->felix65 => philipp70-[greatUncleOf]->felix65,philipp70-[uncleOf]->rene58-[fatherOf]->oliver71 => philipp70-[greatUncleOf]->oliver71
nephewOf,boyCousinOf,boyFirstCousinOnceRemovedOf,99,99,1.0,nico4-[nephewOf]->oskar24-[boyCousinOf]->leon16 => nico4-[boyFirstCousinOnceRemovedOf]->leon16,nico4-[nephewOf]->oskar24-[boyCousinOf]->jonas23 => nico4-[boyFirstCousinOnceRemovedOf]->jonas23,nico4-[nephewOf]->oskar24-[boyCousinOf]->johanna22 => nico4-[boyFirstCousinOnceRemovedOf]->johanna22
granddaughterOf,uncleOf,girlFirstCousinOnceRemovedOf,98,98,1.0,lena18-[granddaughterOf]->luis14-[uncleOf]->johanna22 => lena18-[girlFirstCousinOnceRemovedOf]->johanna22,lena18-[granddaughterOf]->luis14-[uncleOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9,lena18-[granddaughterOf]->luis14-[uncleOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24
boyFirstCousinOnceRemovedOf,sisterOf,boyFirstCousinOnceRemovedOf,93,93,1.0,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[sisterOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[sisterOf]->adam9 => fabian26-[boyFirstCousinOnceRemovedOf]->adam9,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[sisterOf]->isabella11 => fabian26-[boyFirstCousinOnceRemovedOf]->isabella11
brotherOf,secondAuntOf,secondUncleOf,90,90,1.0,jonas23-[brotherOf]->johanna22-[secondAuntOf]->elias6 => jonas23-[secondUncleOf]->elias6,jonas23-[brotherOf]->johanna22-[secondAuntOf]->lisa5 => jonas23-[secondUncleOf]->lisa5,jonas23-[brotherOf]->johanna22-[secondAuntOf]->lena18 => jonas23-[secondUncleOf]->lena18
daughterOf,uncleOf,girlCousinOf,90,90,1.0,hannah39-[daughterOf]->moritz31-[uncleOf]->magdalena52 => hannah39-[girlCousinOf]->magdalena52,isabella103-[daughterOf]->florian82-[uncleOf]->jonas101 => isabella103-[girlCousinOf]->jonas101,isabella103-[daughterOf]->florian82-[uncleOf]->jan87 => isabella103-[girlCousinOf]->jan87
nieceOf,boyCousinOf,girlFirstCousinOnceRemovedOf,90,90,1.0,lisa5-[nieceOf]->oskar24-[boyCousinOf]->leon16 => lisa5-[girlFirstCousinOnceRemovedOf]->leon16,lisa5-[nieceOf]->oskar24-[boyCousinOf]->jonas23 => lisa5-[girlFirstCousinOnceRemovedOf]->jonas23,lisa5-[nieceOf]->oskar24-[boyCousinOf]->johanna22 => lisa5-[girlFirstCousinOnceRemovedOf]->johanna22
nieceOf,grandmotherOf,secondAuntOf,89,89,1.0,olivia0-[nieceOf]->paula12-[grandmotherOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[nieceOf]->paula12-[grandmotherOf]->fabian26 => selina10-[secondAuntOf]->fabian26,isabella11-[nieceOf]->paula12-[grandmotherOf]->fabian26 => isabella11-[secondAuntOf]->fabian26
boyCousinOf,uncleOf,secondUncleOf,87,87,1.0,leon16-[boyCousinOf]->adam9-[uncleOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[boyCousinOf]->adam9-[uncleOf]->lisa5 => leon16-[secondUncleOf]->lisa5,leon16-[boyCousinOf]->adam9-[uncleOf]->nico4 => leon16-[secondUncleOf]->nico4
girlCousinOf,fatherOf,secondAuntOf,87,87,1.0,olivia0-[girlCousinOf]->leon16-[fatherOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[girlCousinOf]->jonas23-[fatherOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,selina10-[girlCousinOf]->leon16-[fatherOf]->lena18 => selina10-[secondAuntOf]->lena18
nieceOf,grandfatherOf,secondAuntOf,86,86,1.0,olivia0-[nieceOf]->luis14-[grandfatherOf]->lena18 => olivia0-[secondAuntOf]->lena18,selina10-[nieceOf]->luis14-[grandfatherOf]->lena18 => selina10-[secondAuntOf]->lena18,isabella11-[nieceOf]->luis14-[grandfatherOf]->lena18 => isabella11-[secondAuntOf]->lena18
girlFirstCousinOnceRemovedOf,brotherOf,girlFirstCousinOnceRemovedOf,84,84,1.0,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[brotherOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[brotherOf]->olivia0 => lena18-[girlFirstCousinOnceRemovedOf]->olivia0,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[brotherOf]->isabella11 => lena18-[girlFirstCousinOnceRemovedOf]->isabella11
boyFirstCousinOnceRemovedOf,brotherOf,boyFirstCousinOnceRemovedOf,82,82,1.0,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[brotherOf]->oskar24 => fabian26-[boyFirstCousinOnceRemovedOf]->oskar24,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[brotherOf]->olivia0 => fabian26-[boyFirstCousinOnceRemovedOf]->olivia0,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[brotherOf]->isabella11 => fabian26-[boyFirstCousinOnceRemovedOf]->isabella11
nephewOf,grandmotherOf,secondUncleOf,80,80,1.0,leon16-[nephewOf]->katharina1-[grandmotherOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[nephewOf]->katharina1-[grandmotherOf]->lisa5 => leon16-[secondUncleOf]->lisa5,leon16-[nephewOf]->katharina1-[grandmotherOf]->nico4 => leon16-[secondUncleOf]->nico4
sisterOf,secondAuntOf,secondAuntOf,80,80,1.0,olivia0-[sisterOf]->isabella11-[secondAuntOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,olivia0-[sisterOf]->isabella11-[secondAuntOf]->lena18 => olivia0-[secondAuntOf]->lena18,olivia0-[sisterOf]->selina10-[secondAuntOf]->fabian26 => olivia0-[secondAuntOf]->fabian26
girlCousinOf,motherOf,secondAuntOf,79,79,1.0,johanna22-[girlCousinOf]->olivia0-[motherOf]->elias6 => johanna22-[secondAuntOf]->elias6,johanna22-[girlCousinOf]->olivia0-[motherOf]->lisa5 => johanna22-[secondAuntOf]->lisa5,laura143-[girlCousinOf]->marie139-[motherOf]->lara150 => laura143-[secondAuntOf]->lara150
boyCousinOf,auntOf,secondUncleOf,78,78,1.0,leon16-[boyCousinOf]->johanna22-[auntOf]->fabian26 => leon16-[secondUncleOf]->fabian26,leon16-[boyCousinOf]->isabella11-[auntOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[boyCousinOf]->isabella11-[auntOf]->lisa5 => leon16-[secondUncleOf]->lisa5
nephewOf,grandfatherOf,secondUncleOf,78,78,1.0,jonas23-[nephewOf]->luis14-[grandfatherOf]->lena18 => jonas23-[secondUncleOf]->lena18,oskar24-[nephewOf]->luis14-[grandfatherOf]->lena18 => oskar24-[secondUncleOf]->lena18,adam9-[nephewOf]->luis14-[grandfatherOf]->lena18 => adam9-[secondUncleOf]->lena18
girlFirstCousinOnceRemovedOf,sisterOf,girlFirstCousinOnceRemovedOf,77,77,1.0,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[sisterOf]->jonas23 => lena18-[girlFirstCousinOnceRemovedOf]->jonas23,lena18-[girlFirstCousinOnceRemovedOf]->olivia0-[sisterOf]->oskar24 => lena18-[girlFirstCousinOnceRemovedOf]->oskar24,lena18-[girlFirstCousinOnceRemovedOf]->olivia0-[sisterOf]->adam9 => lena18-[girlFirstCousinOnceRemovedOf]->adam9
greatUncleOf,boyCousinOf,greatUncleOf,73,73,1.0,philipp70-[greatUncleOf]->felix65-[boyCousinOf]->tobias57 => philipp70-[greatUncleOf]->tobias57,philipp70-[greatUncleOf]->felix65-[boyCousinOf]->claudia69 => philipp70-[greatUncleOf]->claudia69,philipp70-[greatUncleOf]->felix65-[boyCousinOf]->magdalena59 => philipp70-[greatUncleOf]->magdalena59
boyCousinOf,fatherOf,secondUncleOf,71,71,1.0,leon16-[boyCousinOf]->jonas23-[fatherOf]->fabian26 => leon16-[secondUncleOf]->fabian26,jonas23-[boyCousinOf]->leon16-[fatherOf]->lena18 => jonas23-[secondUncleOf]->lena18,oskar24-[boyCousinOf]->leon16-[fatherOf]->lena18 => oskar24-[secondUncleOf]->lena18
boyCousinOf,motherOf,secondUncleOf,71,71,1.0,leon16-[boyCousinOf]->olivia0-[motherOf]->elias6 => leon16-[secondUncleOf]->elias6,leon16-[boyCousinOf]->olivia0-[motherOf]->lisa5 => leon16-[secondUncleOf]->lisa5,jonas23-[boyCousinOf]->olivia0-[motherOf]->elias6 => jonas23-[secondUncleOf]->elias6
nieceOf,girlCousinOf,girlFirstCousinOnceRemovedOf,70,70,1.0,lisa5-[nieceOf]->isabella11-[girlCousinOf]->leon16 => lisa5-[girlFirstCousinOnceRemovedOf]->leon16,lisa5-[nieceOf]->isabella11-[girlCousinOf]->jonas23 => lisa5-[girlFirstCousinOnceRemovedOf]->jonas23,lisa5-[nieceOf]->isabella11-[girlCousinOf]->johanna22 => lisa5-[girlFirstCousinOnceRemovedOf]->johanna22
